,ASIN,Title,Brand,Best-Sellers_Rank,Best_Sellers_Rank_fields,Product_Dimensions_Inches,Item_Weight_Pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_Model_Number,Average_Battery_Life_In_Hours),Batteries,Card_Description,Chipset_Brand,Voltage,Series,National_Stock_Number,Wireless_Type,Max_Screen_Resolution_Pixels,Standing_Screen_Display_Size_Inches,Operating_System,Color,Graphics_Coprocessor,Number_of_USB_2.0_Ports,Number_of_USB_3.0_Ports,Computer_Memory_Type,Processor_Brand,Processor_Count,Memory_Speed_In_GHz,Hard_Drive_Interface,Hardware_Platform,Flash_Memory_Size_In_GB
344,B08DDGJQDW,"ASUS ROG Zephyrus G14 14"" VR Ready 120Hz FHD Gaming Laptop,8Core AMD Ryzen 9 4900HS(Beat i7-10750H),16GB RAM,1TB PCIe SSD,Backlight,Wi-Fi 6,USB C,NVIDIA GeForce RTX2060 Max-Q,Win10 (Moonlight White)",ASUS,1645, Computers & Accessories ,12.8 x 8.7 x 0.7 ,3.64,2020-07-21,,ASUS ROG,,4 Lithium ion batteries required. (included),Dedicated,,,ASUS ROG,,802.11ax,1920 x 1080 ,14 ,Windows 10,Moonlight White,NVIDIA GeForce RTX 2060 Max-Q,,,DDR DRAM,AMD,8,,Solid State,PC,1 TB
345,B08S7M91MW,HP 15-dw 15.6-inch HD 1366 x 768 WLED Intel Celeron N4020 4GB 1TB Hard Drive Win 10 Laptop,hp,49305, Electronics ,9.1 x 9.1 x 9.1 ,1.0,2021-01-06,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,0,,,,
346,B08BRS78G7,"Laptop 14 inch, VUCATIMES 14'' FHD Laptop, Intel Celeron Quad-Core, 6GB RAM 128GB SSD, Dual Band Wi-Fi Laptop Computer, Removable Webcam, Numeric Keypad, Blue",VUCATIMES,18652, Electronics ,12.8 x 8.66 x 0.67 ,2.9,2020-09-23,,VucaBook 14,,1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,0,,,,
347,B07HMJY8NR,"Dell Chromebook 3120 Intel celeron n2840 2.16Hgz, 16GB Storage 4gb Ram (Renewed)",Dell,755, Computers & Accessories ,11.2 x 16.3 x 3 ,2.7,2018-09-24,,XDGJH-cr,10 Hours,1 A batteries required. (included),Integrated,Intel,19.5 volts,Chromebook 11,,802.11ac,1366 x 768,11.6 ,Chrome OS,Black,Intel HD Graphics,1,,DDR3 SDRAM,Intel,2,1.333,ATA,PC,16
348,B08QJFS5G5,"Used Like New Notebook Thinkpad T460s Ultrabook Laptop 14inch Display, Intel i5-6300U 2.6GHz, 4GB RAM, 256GB SSD, Webcam Windows 10 Pro",Ubrands,28617, Computers & Accessories ,15.2 x 14.9 x 3.6 ,5.39,2020-09-25,,T460,,1 Lithium ion batteries required. (included),Integrated,Intel,,T460,,,1024*1024 ,14.1 ,Windows,,INTEL,,,DDR3L-1600 SDRAM,Intel,2,2.6,ESATA,PC,
349,B08KXKMTCB,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, FHD IPS Display, Dual Band WiFi, Numeric Keypad (Grey)",Winnovo,10036, Computers & Accessories ,12.8 x 8.66 x 0.59 ,4.36,2020-11-08,,N140,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Winnovo N140,,"802.11bgn, 802.11ac",1920x1080 ,14 ,Windows 10,Grey(6+128),Intel Celeron N3350,,,DDR3 SDRAM,Intel,4,,USB,PC,
350,B0899GH6H9,"XIDU Tour Pro 12.5"" Touchscreen Laptop, 2K(2560x1440) IPS Display, Backlit Keyboard, Fingerprint Reader, Intel Celeron 3867U, 8GB RAM, 128GB eMMC, Windows 10 Home (Rose Gold)",XIDU,1519, Computers & Accessories ,11.44 x 7.93 x 0.59 ,2.65,2020-08-03,,XN1A,8 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,19 volts_of_direct_current,QW125,,"802.11bgn, 801.11ac",2560 x 1440 ,12.5 ,Windows 10 Home,Rose Gold,Intel HD Graphics 610,,1,DDR3 SDRAM,Intel,2,1.8,Solid State,Windows,128 GB
351,B08K32Y6V4,Refurbished laptops Elite Book 840 G2 14in HD Laptop Computer Intel Core i5-5300U up to 2.70GHz - 8GB RAM 500GB HDD - WiFi - Windows 10 Professional,N&n,32420, Computers & Accessories ,17 x 16.25 x 3.75 ,6.24,2020-09-25,,840 G2,,1 Lithium ion batteries required. (included),Integrated,Intel,,840 G2,,Bluetooth,1024*1024 ,14 ,Windows,,INTEL,,,DDR3L-1600 SDRAM,Intel,2,2.6,ESATA,PC,
352,B08KTV2F47,"Evoo 14.1” Ultra Slim Notebook - Elite Series, FHD Display, AMD Ryzen 5 3500U Processor with Radeon Vega 8 Graphics, 8GB RAM, 256GB SSD, HD Webcam, Windows 10 Home, Silver, EVC141-12SL",Evoo,39274, Computers & Accessories ,19.76 x 15.2 x 3.07 ,3.89,2020-10-07,,EVC141-12SL,,1 Lithium Polymer batteries required. (included),Integrated,AMD,,Evoo Elite Series,,,,14.1 ,Windows 10 Home,Black,AMD Radeon Vega 8,1,2,DDR4 SDRAM,AMD,1,,,PC,256
353,B07WJVPGYP,"HP EliteBook 840 G3 Laptop 14"" FHD Display, Intel Core i5-6300U 2.4Ghz, 256GB SSD, 16GB DDR4 RAM, Webcam, WiFi, Windows 10 Pro (Renewed)",HP,2351, Computers & Accessories ,9.3 x 13.3 x 0.74 ,0.3376,2019-08-14,,,,1 Lithium ion batteries required. (included),Integrated,Intel,,EliteBook 840 G3,,"Bluetooth, 802.11abg, 802.11bgn",1920 x 1080,14 ,Windows 10,,Intel HD Graphics 520,1,,SDRAM,Intel,2,,Serial ATA,PC,256 GB
354,B08PNW6WGX,"HP 15.6-inch FHD Touchscreen Laptop 256GB SSD 1.3GHz i7 12GB RAM (i7-1065G7 up to 3.9GHz, USB-C, HDMI, Windows 10 Home) Natural Silver 15-dy1079ms",HP,15646, Computers & Accessories ,19 x 12 x 2.5 ,3.75,2020-12-04,,HP-15-DY1079MS,6 Hours,1 Lithium Polymer batteries required.,"Integrated, Dedicated",Intel,,Dell Precision,,Bluetooth,1920 x 1080 ,15.6 ,Windows 10 Home,Natural Silver,Intel® Iris® Plus Graphics,,,DDR4 SDRAM,Intel,4,3.9,Solid State,PC,256 GB
355,B07WNGFTN2,"ASUS - TUF Gaming 15.6"" Full HD Laptop - Intel Core i5-10300H- 8GB Memory - 256GB SSD -NVIDIA GeForce GTX 1650 Ti – Black",ASUS,4454, Computers & Accessories ,14.2 x 10.3 x 1.1 ,6.0,2019-08-19,,FX506LI-BI5N5,4 Hours,1 Lithium ion batteries required. (included),Dedicated,NVIDIA,,Gaming Laptop,,802.11ac,1920 x 1080 ,15.6 ,Windows 10,Black,NVIDIA GeForce GTX 1650 Ti,1,1,DDR4 SDRAM,Intel,4,4.5,Solid State,PC,256
356,B088T671HD,"2020 Lenovo IdeaPad 3 15.6"" Laptop Intel Core i3-1005G1 8GB RAM 256GB SSD Windows 10 in S Mode Blue, 4-10.99 Inches",Lenovo,14941, Computers & Accessories ,14.1 x 7.95 x 0.7 ,4.4,2020-05-19,,81WE008HUS,7.5 Hours,1 Lithium ion batteries required.,Integrated,Amd,120 volts,81WE008HUS,81WE008HUS,802.11ac,1366x768 ,15.6 ,Windows 10,Blue,Intel UHD,,2,DDR4 SDRAM,Intel,2,3.5,Solid State,PC,256
357,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,5787, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
358,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,14645, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
359,B085XRL3P1,"CHUWI Herobook Pro 14.1 inch Windows 10 Intel N4000 Dual Core 8GB RAM 256GB ROM Notebook,Thin and Lightweight Laptop,BT4.0 (Herobook Pro (Herobook Pro(2020))",CHUWI,1613, Computers & Accessories ,13.07 x 8.43 x 0.84 ,3.06,2020-03-11,,Herobook Pro,5 	years,,Integrated,Intel,,HeroBook Pro,,Bluetooth,1920 x 1080 Lines Per Inch,14.1 ,Windows 10,Herobook Pro(2020),Intel Celeron Processor N4000,,,DDR4 SDRAM,Intel,4,,ATA-4,PC,256 GB
360,B08HZ4KWJW,"CHUWI HeroBook Plus 15.6 inch Windows 10 Laptop, 1080P Laptop Computer with Intel J4125 and 12GB RAM / 256GB SSD, Support RJ45 Gigabit Ethernet, BT5.1, Dual WiFi",CHUWI,10142, Computers & Accessories ,1.42 x 9.53 x 0.77 ,3.59,2020-09-14,,HeroBook Plus,,1 Product Specific batteries required. (included),,Intel,,HeroBook Plus,,"Bluetooth, 802.11bgn, 802.11ac",1920 x 1080 ,15.6 ,Windows 10 Home,,Intel UHD Graphics 600,,,DDR4 SDRAM,Intel,4,2.0,Gigabit Ethernet,PC,256 GB
361,B07JHYXR4T,"HP Stream 14-inch Laptop, Intel Celeron N3060 Processor, 4 GB SDRAM Memory, 32 GB eMMC storage, Windows 10 Home in S Mode with Office 365 Personal for one year (14-cb010nr, Aqua Blue)",HP,18708, Computers & Accessories ,8.9 x 13.27 x 0.7 ,3.0,2018-11-05,,14-cb010nr,7.5 Hours,1 Lithium Polymer batteries required. (included),Integrated,AMD,,HP Stream,,"802.11b, 802.11g",1366 x 768 ,14 ,Windows 10 S,Aqua Blue,,1,,Unknown,Intel,2,1.6,ATA-4,,32
362,B08HRM36NG,"Laptop 14 Inch, Windows 10, 6GB RAM, 128GB SSD Storage, Intel Celeron Processor N3350, Touch Numeric Keypad, Webcam Baffle, Winbook 140, Space Grey",Winnovo,25414, Computers & Accessories ,13.46 x 9.06 x 0.35 ,2.86,2020-11-05,,WinBook-140,,1 Lithium ion batteries required. (included),,Intel,,WinBook 140,,Bluetooth,1366 x 768 ,14 ,Windows 10,Gray,Intel HD Graphics 505,,,DDR3 SDRAM,Intel,2,1.1,USB 3.0,PC,
363,B08N51D625,"Microsoft Surface Laptop 3 13.5"" 2256x1504 Touchscreen Laptop, Intel i5-1035G7, Quad-Core, 8GB RAM 256GB SSD, Iris Plus Graphics, Webcam, Bluetooth, Windows 10 Pro - Matte Black",Microsoft,10251, Computers & Accessories ,12.1 x 8.8 x 0.57 ,0.3376,2020-11-10,,PKU-00022,11.5 Hours,1 Lithium ion batteries required. (included),,Intel Iris Plus Graphics,,Surface Laptop 3,,Bluetooth,2256x1504 M,13.5 ,Windows 10 Pro,Matte Black,Intel Iris Plus Graphics,,,DDR4 SDRAM,Intel,1,,Solid State,PC,
364,B07VWKY3WB,"Lenovo 15.6"" High Performance Laptop, Intel Celeron 42050U Dual-Core Processor, 4GB DDR4 RAM, 128GB SSD, Webcam, Wireless+Bluetooth, HDMI, Window 10 (Intel Processor)",Lenovo,20801, Computers & Accessories ,21.02 x 13.11 x 2.91 ,4.07,2019-07-31,,,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Lenovo,,802.11ac,,15.6 ,Windows 10,Abyss Blue,Intel,,,DDR4 SDRAM,Intel,4,2.133,Solid State,PC,128 GB
365,B08FF358SW,"MSI GF75 Thin Gaming Laptop, 17.3"" FHD 120Hz IPS Screen,Intel Core i5-10300H Processor Up to 4.50 GHz, NVIDIA GTX 1650 Graphics, 8GB RAM,512GB PCIe SSD, Webcam,Wireless-AC,Bluetooth,Win10 Home,Black",MSI,12999, Computers & Accessories ,15.63 x 10.24 x 0.9 ,4.85,2020-08-05,,10SCXR,,1 Lithium Metal batteries required.,,,,10SCXR,,Bluetooth,1920 x 1080 ,17.3 ,Windows 10,Black,"GeForce GTX 1650, 4GB GDDR6",,,DDR4 SDRAM,Intel,4,4.5,Serial ATA,PC,512 GB
366,B086MGYM49,"Razer Blade 15 Base Gaming Laptop 2020: Intel Core i7-10750H 6-Core, NVIDIA GeForce RTX 2060, 15.6"" FHD 1080p 144Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, Black",Razer,2140, Computers & Accessories ,13.98 x 0.78 x 9.25 ,4.69,2020-04-02,,RZ09-03286E22-R3U1,,1 Lithium ion batteries required. (included),Dedicated,NVIDIA,,Blade 15,,"Bluetooth, 802.11a/b/g/n/ac",1920 x 1080 ,15.6 ,Windows 10,,NVIDIA GeForce RTX 2060,,3,DDR4 SDRAM,Intel,6,2.9330000000000003,Gigabit Ethernet,PC,16
367,B08KXKMTCB,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, FHD IPS Display, Dual Band WiFi, Numeric Keypad (Grey)",Winnovo,12510, Computers & Accessories ,12.8 x 8.66 x 0.59 ,4.36,2020-11-08,,N140,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Winnovo N140,,"802.11bgn, 802.11ac",1920x1080 ,14 ,Windows 10,Grey(6+128),Intel Celeron N3350,,,DDR3 SDRAM,Intel,4,,USB,PC,
368,B0899GH6H9,"XIDU Tour Pro 12.5"" Touchscreen Laptop, 2K(2560x1440) IPS Display, Backlit Keyboard, Fingerprint Reader, Intel Celeron 3867U, 8GB RAM, 128GB eMMC, Windows 10 Home (Rose Gold)",XIDU,1519, Computers & Accessories ,11.44 x 7.93 x 0.59 ,2.65,2020-08-03,,XN1A,8 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,19 volts_of_direct_current,QW125,,"802.11bgn, 801.11ac",2560 x 1440 ,12.5 ,Windows 10 Home,Rose Gold,Intel HD Graphics 610,,1,DDR3 SDRAM,Intel,2,1.8,Solid State,Windows,128 GB
369,B08RDMS596,"11.6 inch Laptop Computer Intel Celeron N3450 Windows 10 in S Mode Flex 2-in-1 Convertible Laptop Touchscreen 8 GB RAM 256 GB Storage, Support Angle up to 360 Degrees, Type C, WiFi, Bluetooth Blue",AWOW,7772, Computers & Accessories ,13.78 x 12.91 x 2.83 ,4.52,2020-12-28,,1106,,2 Lithium Polymer batteries required. (included),Integrated,Intel,12 volts_of_direct_current,VT11,,Bluetooth,1920 x 1080 ,11.6 ,Windows 10,Blue,Intel,,2,DDR4 SDRAM,Intel,4,,USB,PC,256
370,B07ZSFXPZX,"Dell XPS7390 13"" InfinityEdge Touchscreen Laptop, Newest 10th Gen Intel i5-10210U, 8GB RAM, 256GB SSD, Windows 10 Home",Dell,2228, Computers & Accessories ,11.7 x 8.2 x 0.5 ,2.7,2019-10-30,,R8-CFVU-AFAU,,1 Lithium ion batteries required. (included),"Intel Integrated Graphics, Integrated",Intel,,XPS13 7390,,Bluetooth,3840 x 2160 ,13.3 ,Windows 10 Pro,"FHD, 256GB, 8GB RAM, i5-10210U, WIN 10 HOME",Intel® UHD Graphics,,,DDR3 SDRAM,Intel,4,2.133,Solid State,PC,256
371,B07ZV8LQSC,"Newest HP 14"" HD Premium Business Laptop PC | 10th Gen Intel Quad-Core i5-1035G1 up to 3.6GHz | 8GB RAM | 256GB SSD | WiFi | HDMI | Card Reader | Bluetooth | Windows 10 | Silver",HP,6226, Computers & Accessories ,12.75 x 8.85 x 0.7 ,3.24,2019-11-01,,HP,7 Hours,1 Lithium Polymer batteries required. (included),,Intel,,HP,,802.11ac,1366 x 768,14 ,Windows 10,Silver,Intel UHD Graphics,,,DDR4 SDRAM,Intel,4,3.6,Solid State,PC,256 GB
372,B081ZFFJ46,"2020 Dell Inspiron 14"" Laptop Computer 10th Gen Intel i3 1005G1 Up to 3.4GHz 4GB DDR4 RAM 128GB PCIe SSD Untel UHD Graphics HDMI 802.11ac WiFi Bluetooth 4.1 Windows 10",Dell,22008, Computers & Accessories ,13.22 x 9.17 x 0.8 ,3.68,2019-11-25,,i3493-3464BLK-PUS,,1 Lithium Metal batteries required.,Integrated,Intel,,I3493-3464BLK-PUS,,802.11ac,1366 x 768,14 ,Windows 10,Black,Intel UHD Graphics,,,DDR4 SDRAM,Intel,4,2.666,Solid State,PC,128 GB
373,B07HZJJD97,"OEM Lenovo ThinkPad E14 14"" FHD Display 1920x1080 IPS, Intel Quad Core i5-10210U, 16GB RAM, 250GB SSD, W10P, Business Laptop",Oemgenuine,17351, Computers & Accessories ,12.8 x 9.13 x 0.7 ,3.81,2018-02-01,,E14,,,Integrated,Intel,,ThinkPad E14,,802.11ac,1920x1080,14 ,Windows 10 Pro,Black,Intel UHD,,,SODIMM,Intel,4,2.4,Solid State,PC,250 GB
374,B082793N2H,"HP Stream 14inch Laptop, AMD A4-9120 Processor, 4GB DDR4 RAM, 32GB SSD, AMD Radeon R3 Graphics, WiFi, Bluetooth, HDMI, Win10 (Renewed) (Black/A4-9120)",HP,17599, Computers & Accessories ,13.27 x 8.88 x 0.73 ,4.3,2019-12-01,,HP 14inch Stream,,1 Lithium ion batteries required. (included),Integrated,AMD,,HP 14inch Stream,,"802.11bgn, 802.11b, 802.11b/g",1366 x 768 ,14 ,Windows 10,,AMD,1,2,DDR4 SDRAM,AMD,2,2.2,Solid State,PC,32
375,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,5787, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
376,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,14645, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
377,B08HZ4KWJW,"CHUWI HeroBook Plus 15.6 inch Windows 10 Laptop, 1080P Laptop Computer with Intel J4125 and 12GB RAM / 256GB SSD, Support RJ45 Gigabit Ethernet, BT5.1, Dual WiFi",CHUWI,10142, Computers & Accessories ,1.42 x 9.53 x 0.77 ,3.59,2020-09-14,,HeroBook Plus,,1 Product Specific batteries required. (included),,Intel,,HeroBook Plus,,"Bluetooth, 802.11bgn, 802.11ac",1920 x 1080 ,15.6 ,Windows 10 Home,,Intel UHD Graphics 600,,,DDR4 SDRAM,Intel,4,2.0,Gigabit Ethernet,PC,256 GB
378,B08PVGW9K3,"Used Well Chromebook C200M -11.6 inches 2.16-GHz Intel Bay Trail-M Dual-Intel Core N2830 CPU with 4GB of RAM and 16GB of Flash Storage, Chrome OS-Black/Silver",Ubrands,792, Computers & Accessories ,12 x 7.9 x 0.8 ,3.51,2020-12-07,,ASUS C200m,,1 Lithium ion batteries required. (included),,,,ASUS Chromebook,,Bluetooth,1366 x 768 ,11.6 ,Windows,,N2830,,,DDR3 SDRAM,Intel,2,2.16,ESATA,PC,16 GB
379,B081CRKQ9R,"2020 HP Pavilion x360 2-in-1 Laptop Computer/ 14"" Full HD Touchscreen/ 10th Gen Intel Core i5-10210U Up to 4.1GHz/ 8GB DDR4 Memory/ 256GB PCIe SSD + 16GB Optane/ AC WiFi/ HDMI/ Gold/ Windows 10",HP,19356, Computers & Accessories ,14.02 x 10.2 x 0.82 ,3.5,2019-11-12,,HP Pavilion x360,,1 Lithium ion batteries required. (included),,Intel,,HP Pavilion x360,,"Bluetooth, 802.11b",1920x1080,14 ,Windows 10,,Intel UHD Graphics,,,DDR4 SDRAM,Intel,4,4.1,Solid State,PC,256 GB
380,B07GCRW5BM,"Dell Latitude E5570 15.6in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",Dell,6564, Computers & Accessories ,17 x 12 x 4.75 ,4.6,2018-08-11,,,,1 Lithium ion batteries required.,Integrated,Intel,,Dell Latitude,,"2.4 GHz Radio Frequency, 801.11ac",,15.6 ,Windows 10,,Intel HD Graphics 520,,,DDR4 SDRAM,Intel,2,,Solid State,PC,256
381,B088PT65C9,"Jumper 11.6 inch Touchscreen Laptop 6GB RAM, 128GB eMMC 360 Degree Convertible Tablet PC Windows 10 Ultrabook PC Intel Celeron Quad core Processor Supports 256GB TF Card and 1TB SSD (Silver 6G)",Jumper,14339, Computers & Accessories ,11.02 x 12.6 x 2.36 ,2.3,2020-12-30,,EZbook X1 6G128G,,,,,,,,,1920 x 1080 ,11.6 ,Windows 10,Silver 6G,Graphics 500 Core,,,DDR4 SDRAM,Intel,1,,ATA-3,PC,128 GB
382,B07BQJWZ6G,"2018 HP 14 Chromebook 14"" HD Touchscreen Widescreen Laptop Computer, Intel Celeron N3350 up to 2.4GHz, 4GB Memory, 32GB eMMC Flash Memory, 802.11ac, Bluetooth, USB-C 3.1, No Optical Drive, Chrome OS",hp,2360, Computers & Accessories ,13.3 x 8.9 x 0.7 ,3.74,,No,Chromebook 14 G5,,1 A batteries required.,,,,,,,,,,,,,,,,0,,,,
383,B08KV8HP98,"Evoo Gaming 15.6” Laptop, FHD, 120Hz, AMD Ryzen 7 4800H Processor, NVIDIA GeForce RTX 2060, THX Spatial Audio, 512GB SSD, 16GB RAM, RGB Backlit Keyboard, HD Camera, Windows 10 Home, Black (EG-LP7-BK)",Evoo,17965, Computers & Accessories ,17.52 x 13.27 x 4.8 ,9.03,2020-10-07,,EG-LP7-BK,,1 Lithium Polymer batteries required. (included),Integrated,NVIDIA,,EVOO Gaming Laptop,,,1920 x 1080,15.6 ,Windows 10 Home,,NVIDIA GeForce RTX 2060,1,2,DDR4 SDRAM,AMD,8,,,,512
384,B08PG3XDSJ,"Acer Aspire 5 A515-56T-574E, 15.6"" Full HD IPS Touch Display, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, 8GB DDR4, 512GB NVMe SSD, WiFi 6, Fingerprint Reader, Backlit Keyboard",Acer,9370, Computers & Accessories ,14.31 x 9.39 x 0.7 ,3.63,2020-12-13,,,,1 Lithium ion batteries required. (included),Dedicated,Intel,,A515-56T-574E,,Bluetooth,,15.6 ,Windows 10 Home,,,1,3,DDR4 SDRAM,Intel,4,,,,512
385,B08KXKMTCB,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, FHD IPS Display, Dual Band WiFi, Numeric Keypad (Grey)",Winnovo,12510, Computers & Accessories ,12.8 x 8.66 x 0.59 ,4.36,2020-11-08,,N140,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Winnovo N140,,"802.11bgn, 802.11ac",1920x1080 ,14 ,Windows 10,Grey(6+128),Intel Celeron N3350,,,DDR3 SDRAM,Intel,4,,USB,PC,
386,B0899GH6H9,"XIDU Tour Pro 12.5"" Touchscreen Laptop, 2K(2560x1440) IPS Display, Backlit Keyboard, Fingerprint Reader, Intel Celeron 3867U, 8GB RAM, 128GB eMMC, Windows 10 Home (Rose Gold)",XIDU,1519, Computers & Accessories ,11.44 x 7.93 x 0.59 ,2.65,2020-08-03,,XN1A,8 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,19 volts_of_direct_current,QW125,,"802.11bgn, 801.11ac",2560 x 1440 ,12.5 ,Windows 10 Home,Rose Gold,Intel HD Graphics 610,,1,DDR3 SDRAM,Intel,2,1.8,Solid State,Windows,128 GB
387,B07V336VJJ,"ASUS - FX505DD 15.6"" Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce GTX 1050 - 256GB Solid State Drive - Black",ASUS,10660, Computers & Accessories ,14.2 x 10.3 x 1.1 ,5.93,2019-07-08,,FX505DD-DR5N6,,1 Lithium Polymer batteries required.,Dedicated,Nvidia,,FX505DD-DR5N6,,,1920 x 1080,15.6 ,Windows 10,,NVIDIA GeForce GTX 1050,,,DDR DRAM,AMD,2,,Solid State,PC,256 GB
388,B07S37WHS5,"Dell Inspiron 11 3195, 2 in 1, 7th Gen AMD A9-9420e W/ Radeon R5 Graphics, 4GB DDR4 2666MHz RAM, 64GB HD, 11.6"" HD (1366 X 768) LED-Backlit Touch Display (i3195-A525GRY-PUS)",Dell,4165, Computers & Accessories ,17.5 x 10.5 x 3.5 ,2.57,2019-05-22,,i3195-A525GRY-PUS,,1 Lithium Polymer batteries required. (included),Integrated,AMD,,Inspiron 11 3195 2 in 1,,802.11bgn,1366 x 768,11.6 ,Windows 10 Home,,AMD Radeon R5,2,1,DDR4 SDRAM,AMD,1,2.666,ESATA,,4
389,B07JBJM275,"ASUS VivoBook Flip 14 Thin & Light 2-in-1 Laptop, 14” FHD Touchscreen, Intel Celeron Dual Core N4000 Processor, 4GB RAM, 64GB Storage, Fingerprint Reader, Windows 10 in S Mode, J401MA-YS02",ASUS,6825, Computers & Accessories ,12.9 x 8.9 x 0.6 ,3.3,2018-06-29,,J401MA-YS02,,1 Lithium Polymer batteries required. (included),Integrated,Intel,120240 volts,VivoBook Flip 14,,"Bluetooth, 802.11a/b/g/n/ac",1920 x 1080 ,14 ,Windows 10 S,,Intel UHD Graphics 600,1,1,DDR4 SDRAM,Intel,2,2.133,Solid State,PC,64
390,B07WC93HJB,"MSI Modern 14 A10M-460 14"" Ultra Thin and Light Professional Laptop Intel Core i5-10210UUMA 8GB DDR4 512GB NVMe SSD Win10 Home Carbon Gray",MSI,23879, Computers & Accessories ,12.68 x 8.74 x 0.63 ,2.62,2019-08-21,,Modern 14 A10M-460,10 Hours,1 Lithium Polymer batteries required. (included),Dedicated,NVIDIA,,Modern 14 A10M-460,MODERN14460,802.11ac,1920 x 1080 ,14.1 ,Windows 10 Home,Carbon Gray,UMA,2,2,SODIMM,Intel,6,2.666,Unknown,PC,512
391,B07SZ1J9TG,"2019 ASUS ROG 15.6"" FHD Gaming Laptop Computer, Intel Hexa-Core i7-9750H Up to 4.5GHz, 16GB DDR4, 1TB HDD + 512GB SSD, NVIDIA GeForce GTX 1650, 802.11ac WiFi, HDMI, USB 3.0, Windows 10",ASUS,7458, Computers & Accessories ,14.8 x 10.31 x 1.03 ,5.3,2019-06-12,,ROG,4 Hours,1 Lithium ion batteries required.,Dedicated,Nvidia,,ASUS ROG,,802.11ac,,15.6 ,Windows 10,,NVIDIA GeForce GTX 1650,,3,DDR4 SDRAM,Intel,6,2.666,,,512
392,B085VRKX1D,Dell XPS 7390 Laptop 13.3 Intel Core i5 10th Gen i5-10210U Dual Core 256GB SSD 8GB 1920x1080 FHD Touch Windows 10 Home (Renewed),Dell,52095, Computers & Accessories ,11.7 x 8.2 x 0.5 ,2.7,2020-03-13,,,,,"Intel Integrated Graphics, Integrated",Intel,,XPS13 7390,,Bluetooth,1920x1080,13.3 ,Windows 10 Home,Silver,Intel,,,DDR4 SDRAM,Intel,4,,Solid State,PC,256 GB
